student_id,name,category,city,marks,attendance_status,attempt_number,exam_date
8417,Komal_8417,OBC,Lucknow,0,Absent,1,04-01-2026
8418,Anita_8418,OBC,Bangalore,76,Present,1,04-01-2026
8419,Priya_8419,General,Jaipur,77,Present,2,10-01-2026
8420,Priya_8420,General,Chennai,42,Present,2,25-01-2026
8421,Simran_8421,OBC,Jaipur,88,Present,3,25-01-2026
8422,Kunal_8422,General,Bangalore,74,Present,3,22-02-2026
8423,Vikas_8423,EWS,Lucknow,0,Absent,2,19-01-2026
8424,Pradeep_8424,OBC,Bhopal,79,Present,2,14-01-2026
8425,Priya_8425,General,Delhi,87,Present,3,26-01-2026
8426,Pooja_8426,EWS,Bhopal,84,Present,2,03-01-2026
8427,Sunita_8427,OBC,Kolkata,0,Absent,3,03-02-2026
8428,Simran_8428,EWS,Jaipur,57,Present,3,02-01-2026
8429,Amit_8429,General,Hyderabad,0,Absent,2,27-01-2026
8430,Deepak_8430,General,Lucknow,46,Present,3,19-02-2026
8431,Komal_8431,General,Pune,0,Absent,3,02-02-2026
8432,Arjun_8432,General,Jaipur,0,Absent,1,06-01-2026
8433,Kavita_8433,General,Bhopal,71,Present,3,22-02-2026
8434,Vikas_8434,EWS,Mumbai,0,Absent,2,01-02-2026
8435,Isha_8435,General,Pune,81,Present,1,02-03-2026
8436,Kiran_8436,General,Jaipur,88,Present,3,23-01-2026
8437,Arjun_8437,OBC,Kolkata,0,Absent,2,27-01-2026
8438,Isha_8438,General,Chennai,52,Present,3,01-02-2026
8439,Nitin_8439,General,Lucknow,72,Present,3,19-02-2026
8440,Deepak_8440,OBC,Pune,55,Present,3,20-02-2026
8441,Pradeep_8441,General,Pune,0,Absent,2,02-01-2026
8442,Divya_8442,General,Mumbai,89,Present,2,28-02-2026
8443,Sunita_8443,General,Hyderabad,0,Absent,2,21-02-2026
8444,Rohit_8444,OBC,Lucknow,78,Present,2,07-02-2026
8445,Arjun_8445,OBC,Hyderabad,0,Absent,1,16-01-2026
8446,Anjali_8446,General,Kolkata,0,Absent,3,22-02-2026
8447,Vikas_8447,OBC,Delhi,0,Absent,1,02-02-2026
8448,Simran_8448,General,Delhi,78,Present,1,21-01-2026
8449,Anita_8449,General,Bhopal,0,Absent,2,02-02-2026
8450,Suresh_8450,General,Bhopal,70,Present,2,21-02-2026
8451,Isha_8451,SC,Hyderabad,68,Present,2,15-01-2026
8452,Arjun_8452,EWS,Kolkata,0,Absent,1,03-02-2026
8453,Pooja_8453,General,Mumbai,0,Absent,2,12-01-2026
8454,Anita_8454,SC,Chennai,0,Absent,1,22-02-2026
8455,Rahul_8455,OBC,Lucknow,64,Present,1,03-02-2026
8456,Manish_8456,General,Hyderabad,0,Absent,3,25-02-2026
8457,Kiran_8457,EWS,Kolkata,64,Present,2,25-01-2026
8458,Pradeep_8458,General,Delhi,72,Present,2,21-02-2026
8459,Suresh_8459,General,Jaipur,0,Absent,2,17-01-2026
8460,Ritu_8460,OBC,Bhopal,77,Present,3,17-02-2026
8461,Simran_8461,OBC,Mumbai,0,Absent,1,26-02-2026
8462,Sneha_8462,General,Mumbai,0,Absent,1,12-01-2026
8463,Deepak_8463,SC,Bhopal,0,Absent,3,16-01-2026
8464,Manish_8464,EWS,Lucknow,0,Absent,3,23-01-2026
8465,Harsh_8465,SC,Mumbai,71,Present,1,15-02-2026
8466,Kavita_8466,OBC,Hyderabad,56,Present,2,23-02-2026
8467,Harsh_8467,General,Chennai,78,Present,1,08-02-2026
8468,Divya_8468,OBC,Lucknow,0,Absent,3,09-01-2026
8469,Kunal_8469,EWS,Kolkata,83,Present,1,12-02-2026
8470,Sahil_8470,OBC,Lucknow,0,Absent,2,15-01-2026
8471,Simran_8471,General,Delhi,87,Present,3,01-01-2026
8472,Manish_8472,OBC,Jaipur,76,Present,3,20-02-2026
8473,Rahul_8473,General,Delhi,57,Present,1,07-01-2026
8474,Meera_8474,EWS,Pune,0,Absent,1,19-01-2026
8475,Sunita_8475,General,Pune,71,Present,2,06-01-2026
8476,Simran_8476,EWS,Mumbai,0,Absent,3,28-02-2026
8477,Pradeep_8477,General,Bhopal,61,Present,1,19-02-2026
8478,Isha_8478,General,Pune,73,Present,2,26-01-2026
8479,Manish_8479,General,Bhopal,75,Present,3,08-01-2026
8480,Sahil_8480,EWS,Bhopal,85,Present,3,17-02-2026
8481,Ritu_8481,OBC,Jaipur,72,Present,3,04-02-2026
8482,Ritu_8482,OBC,Jaipur,78,Present,2,20-02-2026
8483,Rahul_8483,OBC,Delhi,0,Absent,3,04-02-2026
8484,Amit_8484,OBC,Chennai,71,Present,3,08-02-2026
8485,Isha_8485,SC,Pune,64,Present,2,15-02-2026
8486,Isha_8486,OBC,Mumbai,0,Absent,1,28-02-2026
8487,Amit_8487,General,Chennai,79,Present,1,07-02-2026
8488,Rohit_8488,EWS,Chennai,0,Absent,3,18-02-2026
8489,Divya_8489,General,Bangalore,87,Present,3,11-01-2026
8490,Meera_8490,SC,Hyderabad,67,Present,3,02-03-2026
8491,Anita_8491,OBC,Chennai,0,Absent,3,02-03-2026
8492,Rohit_8492,General,Jaipur,0,Absent,2,01-03-2026
8493,Harsh_8493,General,Pune,0,Absent,1,05-02-2026
8494,Kunal_8494,OBC,Hyderabad,81,Present,2,29-01-2026
8495,Suresh_8495,General,Mumbai,77,Present,2,07-01-2026
8496,Kavita_8496,General,Bangalore,70,Present,3,17-02-2026
8497,Neha_8497,SC,Delhi,0,Absent,3,28-02-2026
8498,Sahil_8498,OBC,Mumbai,0,Absent,2,24-01-2026
8499,Komal_8499,General,Mumbai,84,Present,1,13-02-2026
8500,Pooja_8500,OBC,Kolkata,85,Present,3,05-02-2026
8501,Rohit_8501,SC,Mumbai,50,Present,3,04-02-2026
8502,Simran_8502,OBC,Chennai,80,Present,1,09-01-2026
8503,Anita_8503,OBC,Pune,0,Absent,3,12-01-2026
8504,Meera_8504,SC,Lucknow,0,Absent,3,17-02-2026
8505,Simran_8505,General,Bangalore,37,Present,2,28-02-2026
8506,Kavita_8506,General,Chennai,75,Present,2,10-01-2026
8507,Sahil_8507,SC,Pune,0,Absent,3,12-02-2026
8508,Priya_8508,OBC,Lucknow,75,Present,1,14-02-2026
8509,Tarun_8509,EWS,Kolkata,89,Present,3,07-02-2026
8510,Deepak_8510,SC,Lucknow,77,Present,2,26-01-2026
8511,Divya_8511,General,Pune,90,Present,1,02-01-2026
8512,Rohit_8512,OBC,Delhi,61,Present,2,10-01-2026
8513,Rahul_8513,OBC,Mumbai,0,Absent,2,03-02-2026
8514,Deepak_8514,General,Lucknow,81,Present,2,07-01-2026
8515,Arjun_8515,General,Kolkata,72,Present,3,17-02-2026
8516,Kunal_8516,General,Bhopal,0,Absent,1,05-01-2026
8517,Arjun_8517,OBC,Lucknow,72,Present,2,03-01-2026
8518,Ritu_8518,General,Pune,0,Absent,2,06-02-2026
8519,Pradeep_8519,OBC,Pune,50,Present,2,26-02-2026
8520,Rahul_8520,EWS,Pune,64,Present,2,07-02-2026
8521,Sahil_8521,General,Jaipur,0,Absent,2,09-01-2026
8522,Suresh_8522,OBC,Bhopal,74,Present,3,28-01-2026
8523,Anjali_8523,SC,Lucknow,0,Absent,3,10-02-2026
8524,Rakesh_8524,OBC,Jaipur,0,Absent,1,03-01-2026
8525,Anjali_8525,General,Mumbai,0,Absent,1,18-01-2026
8526,Priya_8526,OBC,Delhi,0,Absent,3,09-02-2026
8527,Divya_8527,EWS,Jaipur,0,Absent,1,30-01-2026
8528,Manish_8528,General,Chennai,0,Absent,2,24-02-2026
8529,Suresh_8529,OBC,Kolkata,68,Present,3,18-02-2026
8530,Kavita_8530,General,Chennai,91,Present,1,23-01-2026
8531,Suresh_8531,OBC,Hyderabad,0,Absent,1,02-03-2026
8532,Harsh_8532,OBC,Kolkata,85,Present,2,10-02-2026
8533,Kiran_8533,General,Kolkata,0,Absent,3,13-02-2026
8534,Isha_8534,General,Bangalore,0,Absent,1,01-01-2026
8535,Anjali_8535,EWS,Jaipur,0,Absent,1,21-02-2026
8536,Pooja_8536,General,Kolkata,0,Absent,1,18-02-2026
8537,Deepak_8537,General,Lucknow,0,Absent,2,16-02-2026
8538,Rahul_8538,General,Chennai,0,Absent,3,19-02-2026
8539,Harsh_8539,OBC,Hyderabad,0,Absent,3,09-01-2026
8540,Anjali_8540,General,Kolkata,0,Absent,3,28-02-2026
8541,Anita_8541,General,Kolkata,0,Absent,2,08-01-2026
8542,Sneha_8542,SC,Jaipur,0,Absent,3,23-02-2026
8543,Kiran_8543,OBC,Bangalore,85,Present,2,03-01-2026
8544,Sahil_8544,General,Jaipur,76,Present,1,01-03-2026
8545,Rohit_8545,SC,Bangalore,0,Absent,1,15-02-2026
8546,Arjun_8546,General,Chennai,0,Absent,1,12-01-2026
8547,Manish_8547,General,Kolkata,55,Present,1,22-02-2026
8548,Harsh_8548,General,Lucknow,0,Absent,3,21-01-2026
8549,Suresh_8549,General,Mumbai,0,Absent,1,26-02-2026
8550,Pooja_8550,General,Delhi,0,Absent,1,24-01-2026
8551,Rahul_8551,OBC,Pune,72,Present,2,10-02-2026
8552,Vikas_8552,General,Mumbai,54,Present,3,19-02-2026
8553,Pooja_8553,EWS,Hyderabad,0,Absent,2,02-02-2026
8554,Rahul_8554,General,Bhopal,50,Present,2,22-01-2026
8555,Priya_8555,SC,Chennai,69,Present,1,10-01-2026
8556,Simran_8556,OBC,Mumbai,82,Present,3,15-02-2026
8557,Rohit_8557,General,Bangalore,0,Absent,2,26-02-2026
8558,Tarun_8558,General,Chennai,59,Present,2,17-02-2026
8559,Isha_8559,General,Mumbai,0,Absent,1,14-02-2026
8560,Kavita_8560,General,Lucknow,0,Absent,3,27-02-2026
8561,Neha_8561,EWS,Chennai,0,Absent,2,17-01-2026
8562,Pradeep_8562,OBC,Lucknow,82,Present,3,18-02-2026
8563,Meera_8563,SC,Delhi,81,Present,1,20-01-2026
8564,Isha_8564,OBC,Kolkata,75,Present,1,08-01-2026
8565,Rohit_8565,General,Jaipur,89,Present,3,14-01-2026
8566,Pooja_8566,OBC,Delhi,61,Present,3,11-02-2026
8567,Pradeep_8567,OBC,Bangalore,0,Absent,1,25-01-2026
8568,Ritu_8568,OBC,Jaipur,0,Absent,1,23-01-2026
8569,Priya_8569,SC,Pune,0,Absent,2,22-01-2026
8570,Kiran_8570,SC,Pune,57,Present,2,19-02-2026
8571,Vikas_8571,General,Hyderabad,33,Present,1,19-02-2026
8572,Simran_8572,SC,Jaipur,75,Present,2,18-02-2026
8573,Kiran_8573,General,Bangalore,60,Present,3,19-01-2026
8574,Manish_8574,General,Pune,74,Present,1,13-01-2026
8575,Tarun_8575,EWS,Lucknow,77,Present,3,30-01-2026
8576,Rahul_8576,General,Delhi,55,Present,2,22-01-2026
8577,Manish_8577,SC,Chennai,79,Present,3,24-01-2026
8578,Komal_8578,General,Delhi,0,Absent,2,11-01-2026
8579,Suresh_8579,SC,Kolkata,0,Absent,2,31-01-2026
8580,Kunal_8580,OBC,Lucknow,70,Present,3,03-01-2026
8581,Sunita_8581,OBC,Hyderabad,0,Absent,3,01-02-2026
8582,Kunal_8582,General,Lucknow,0,Absent,1,22-02-2026
8583,Simran_8583,General,Bangalore,64,Present,3,12-02-2026
8584,Komal_8584,SC,Chennai,58,Present,3,21-01-2026
8585,Sahil_8585,General,Chennai,0,Absent,3,22-02-2026
8586,Divya_8586,OBC,Chennai,74,Present,2,08-02-2026
8587,Deepak_8587,OBC,Bangalore,0,Absent,1,18-02-2026
8588,Pooja_8588,General,Delhi,0,Absent,2,12-02-2026
8589,Kunal_8589,OBC,Mumbai,0,Absent,2,27-02-2026
8590,Neha_8590,General,Mumbai,64,Present,2,01-01-2026
8591,Rohit_8591,OBC,Hyderabad,0,Absent,1,18-01-2026
8592,Pradeep_8592,OBC,Bhopal,0,Absent,2,20-02-2026
8593,Divya_8593,General,Jaipur,0,Absent,2,15-02-2026
8594,Isha_8594,EWS,Chennai,78,Present,3,14-01-2026
8595,Kavita_8595,OBC,Jaipur,82,Present,1,09-02-2026
8596,Priya_8596,General,Pune,82,Present,1,24-02-2026
8597,Sahil_8597,General,Hyderabad,0,Absent,1,16-01-2026
8598,Anjali_8598,OBC,Bhopal,0,Absent,1,28-01-2026
8599,Rohit_8599,EWS,Delhi,82,Present,3,02-01-2026
8600,Kiran_8600,OBC,Hyderabad,0,Absent,3,15-01-2026
8601,Anjali_8601,General,Pune,0,Absent,3,01-02-2026
8602,Kunal_8602,OBC,Mumbai,63,Present,2,27-01-2026
8603,Harsh_8603,EWS,Delhi,82,Present,1,26-01-2026
8604,Divya_8604,General,Bhopal,68,Present,2,06-02-2026
8605,Anjali_8605,OBC,Chennai,0,Absent,2,17-01-2026
8606,Isha_8606,General,Lucknow,73,Present,2,15-01-2026
8607,Tarun_8607,General,Bhopal,89,Present,1,19-01-2026
8608,Vikas_8608,General,Bangalore,62,Present,1,08-01-2026
8609,Neha_8609,OBC,Bhopal,0,Absent,2,25-02-2026
8610,Sunita_8610,SC,Jaipur,63,Present,2,03-01-2026
8611,Nitin_8611,SC,Mumbai,0,Absent,3,14-01-2026
8612,Tarun_8612,SC,Lucknow,74,Present,2,17-02-2026
8613,Sunita_8613,General,Hyderabad,0,Absent,2,30-01-2026
8614,Simran_8614,OBC,Jaipur,0,Absent,1,24-02-2026
8615,Nitin_8615,OBC,Chennai,0,Absent,2,02-01-2026
8616,Ritu_8616,General,Pune,0,Absent,1,25-02-2026
8617,Rahul_8617,EWS,Jaipur,0,Absent,3,13-02-2026
8618,Amit_8618,OBC,Lucknow,74,Present,1,11-01-2026
8619,Meera_8619,General,Lucknow,68,Present,1,12-01-2026
8620,Pradeep_8620,General,Chennai,0,Absent,3,23-02-2026
8621,Sneha_8621,General,Lucknow,0,Absent,2,31-01-2026
8622,Amit_8622,OBC,Hyderabad,84,Present,3,28-01-2026
8623,Vikas_8623,OBC,Delhi,0,Absent,3,13-01-2026
8624,Deepak_8624,General,Bhopal,0,Absent,3,24-01-2026
8625,Sneha_8625,General,Delhi,0,Absent,2,12-02-2026
8626,Priya_8626,General,Delhi,0,Absent,3,26-01-2026
8627,Divya_8627,OBC,Mumbai,65,Present,1,15-01-2026
8628,Arjun_8628,SC,Hyderabad,77,Present,2,11-02-2026
8629,Harsh_8629,SC,Hyderabad,78,Present,1,21-02-2026
8630,Harsh_8630,General,Hyderabad,0,Absent,2,12-02-2026
8631,Pooja_8631,General,Hyderabad,90,Present,1,10-01-2026
8632,Rahul_8632,OBC,Kolkata,50,Present,2,25-02-2026
8633,Sunita_8633,OBC,Mumbai,0,Absent,3,13-02-2026
8634,Rahul_8634,SC,Lucknow,71,Present,2,20-01-2026
8635,Arjun_8635,SC,Lucknow,87,Present,1,10-02-2026
8636,Kunal_8636,OBC,Pune,0,Absent,2,27-01-2026
8637,Simran_8637,General,Lucknow,0,Absent,3,22-02-2026
8638,Isha_8638,OBC,Bangalore,63,Present,3,17-01-2026
8639,Neha_8639,General,Bhopal,81,Present,1,01-02-2026
8640,Vikas_8640,EWS,Kolkata,53,Present,3,18-02-2026
8641,Suresh_8641,General,Bhopal,0,Absent,1,22-01-2026
8642,Komal_8642,General,Jaipur,0,Absent,3,26-01-2026
8643,Komal_8643,SC,Jaipur,0,Absent,3,31-01-2026
8644,Vikas_8644,General,Lucknow,0,Absent,1,24-01-2026
8645,Vikas_8645,General,Hyderabad,81,Present,2,23-02-2026
8646,Arjun_8646,General,Mumbai,0,Absent,1,08-02-2026
8647,Deepak_8647,OBC,Lucknow,57,Present,3,22-02-2026
8648,Rakesh_8648,OBC,Hyderabad,82,Present,2,04-02-2026
8649,Kavita_8649,OBC,Bangalore,45,Present,1,01-02-2026
8650,Anjali_8650,OBC,Delhi,0,Absent,2,08-02-2026
8651,Pooja_8651,EWS,Delhi,47,Present,1,24-01-2026
8652,Rohit_8652,OBC,Chennai,55,Present,2,06-01-2026
8653,Kiran_8653,General,Delhi,0,Absent,2,03-02-2026
8654,Sneha_8654,General,Chennai,0,Absent,2,17-02-2026
8655,Komal_8655,OBC,Bangalore,74,Present,2,09-02-2026
8656,Pradeep_8656,General,Delhi,53,Present,1,08-02-2026
8657,Meera_8657,OBC,Lucknow,0,Absent,1,16-02-2026
8658,Kavita_8658,OBC,Kolkata,0,Absent,2,01-03-2026
8659,Kunal_8659,General,Delhi,0,Absent,3,08-02-2026
8660,Kavita_8660,OBC,Bhopal,69,Present,2,12-02-2026
8661,Tarun_8661,OBC,Chennai,45,Present,2,31-01-2026
8662,Nitin_8662,OBC,Bhopal,0,Absent,2,09-02-2026
8663,Priya_8663,OBC,Kolkata,0,Absent,1,15-01-2026
8664,Anita_8664,General,Kolkata,85,Present,1,07-02-2026
8665,Kavita_8665,General,Chennai,0,Absent,1,12-01-2026
8666,Ritu_8666,OBC,Chennai,43,Present,1,20-01-2026
8667,Divya_8667,SC,Kolkata,0,Absent,1,02-02-2026
8668,Tarun_8668,OBC,Pune,0,Absent,1,18-01-2026
8669,Priya_8669,EWS,Pune,0,Absent,3,24-02-2026
8670,Nitin_8670,General,Chennai,73,Present,2,09-02-2026
8671,Nitin_8671,General,Mumbai,75,Present,3,01-01-2026
8672,Manish_8672,General,Bhopal,72,Present,2,20-01-2026
8673,Priya_8673,General,Chennai,83,Present,3,01-02-2026
8673,Priya_8673,General,Chennai,81,Present,3,01-02-2026
8674,Sahil_8674,General,Kolkata,76,Present,3,24-02-2026
8675,Ritu_8675,OBC,Pune,0,Absent,3,02-02-2026
8676,Sunita_8676,General,Lucknow,0,Absent,1,14-02-2026
8677,Anita_8677,General,Lucknow,0,Absent,3,01-03-2026
8678,Anjali_8678,General,Chennai,0,Absent,3,31-01-2026
8679,Suresh_8679,SC,Bhopal,0,Absent,1,31-01-2026
8680,Kunal_8680,OBC,Chennai,0,Absent,2,28-02-2026
8681,Arjun_8681,General,Jaipur,61,Present,1,26-02-2026
8682,Suresh_8682,OBC,Bangalore,0,Absent,2,13-01-2026
8683,Sahil_8683,General,Kolkata,0,Absent,3,01-02-2026
8684,Suresh_8684,OBC,Hyderabad,0,Absent,3,21-02-2026
8685,Nitin_8685,General,Kolkata,0,Absent,3,11-02-2026
8686,Arjun_8686,OBC,Bhopal,0,Absent,2,22-02-2026
8687,Simran_8687,OBC,Pune,0,Absent,3,06-01-2026
8688,Kavita_8688,SC,Chennai,0,Absent,2,17-02-2026
8689,Isha_8689,OBC,Pune,77,Present,3,17-01-2026
8690,Rakesh_8690,General,Hyderabad,67,Present,2,09-01-2026
8691,Neha_8691,EWS,Jaipur,71,Present,3,29-01-2026
8692,Rakesh_8692,OBC,Lucknow,0,Absent,3,01-01-2026
8693,Sahil_8693,General,Lucknow,0,Absent,2,17-02-2026
8694,Tarun_8694,General,Bhopal,0,Absent,2,15-01-2026
8695,Tarun_8695,OBC,Chennai,0,Absent,2,02-01-2026
8696,Arjun_8696,EWS,Delhi,0,Absent,3,05-02-2026
8697,Rahul_8697,SC,Chennai,76,Present,1,24-01-2026
8698,Simran_8698,General,Pune,0,Absent,3,04-02-2026
8699,Vikas_8699,SC,Bhopal,69,Present,1,12-01-2026
8700,Ritu_8700,SC,Kolkata,0,Absent,3,08-02-2026
8701,Harsh_8701,OBC,Hyderabad,80,Present,2,03-01-2026
8702,Neha_8702,OBC,Chennai,70,Present,2,30-01-2026
8703,Rohit_8703,OBC,Delhi,0,Absent,1,23-01-2026
8704,Sneha_8704,General,Hyderabad,83,Present,2,21-02-2026
8705,Pooja_8705,EWS,Bangalore,0,Absent,2,03-01-2026
8706,Harsh_8706,General,Lucknow,0,Absent,3,15-01-2026
8707,Pradeep_8707,OBC,Chennai,72,Present,2,28-01-2026
8708,Isha_8708,General,Jaipur,0,Absent,3,26-01-2026
8709,Ritu_8709,General,Kolkata,0,Absent,3,18-01-2026
8710,Anita_8710,SC,Chennai,76,Present,2,16-01-2026
8711,Vikas_8711,OBC,Bhopal,0,Absent,2,22-02-2026
8712,Pooja_8712,General,Bhopal,51,Present,1,22-01-2026
8713,Kunal_8713,General,Bhopal,0,Absent,1,18-02-2026
8714,Anita_8714,SC,Mumbai,75,Present,1,26-02-2026
8715,Rakesh_8715,General,Kolkata,84,Present,2,01-02-2026
8716,Kavita_8716,EWS,Mumbai,0,Absent,1,04-02-2026
8717,Suresh_8717,General,Lucknow,0,Absent,3,20-01-2026
8718,Tarun_8718,OBC,Jaipur,0,Absent,1,30-01-2026
8719,Harsh_8719,OBC,Chennai,91,Present,2,13-01-2026
8720,Rohit_8720,General,Hyderabad,83,Present,2,17-01-2026
8721,Nitin_8721,General,Pune,0,Absent,3,25-02-2026
8722,Komal_8722,General,Bhopal,66,Present,2,03-02-2026
8723,Rahul_8723,General,Pune,70,Present,2,02-03-2026
8724,Anita_8724,General,Jaipur,42,Present,3,12-01-2026
8725,Suresh_8725,EWS,Lucknow,0,Absent,2,25-02-2026
8726,Ritu_8726,General,Jaipur,83,Present,2,18-02-2026
8727,Rohit_8727,OBC,Lucknow,76,Present,1,10-02-2026
8728,Anjali_8728,OBC,Chennai,0,Absent,1,12-01-2026
8729,Meera_8729,OBC,Bhopal,69,Present,1,14-01-2026
8730,Vikas_8730,General,Jaipur,0,Absent,2,01-02-2026
8731,Anjali_8731,OBC,Bhopal,0,Absent,3,11-02-2026
8732,Pooja_8732,OBC,Chennai,83,Present,2,14-02-2026
8733,Ritu_8733,EWS,Lucknow,0,Absent,1,01-03-2026
8734,Manish_8734,General,Lucknow,63,Present,2,28-02-2026
8735,Pradeep_8735,General,Delhi,0,Absent,3,05-01-2026
8736,Divya_8736,OBC,Delhi,0,Absent,2,08-01-2026
8737,Anita_8737,SC,Delhi,0,Absent,3,01-02-2026
8738,Vikas_8738,General,Lucknow,0,Absent,2,18-02-2026
8739,Harsh_8739,OBC,Hyderabad,62,Present,1,16-02-2026
8740,Neha_8740,SC,Lucknow,0,Absent,2,17-01-2026
8741,Vikas_8741,General,Pune,0,Absent,3,28-01-2026
8742,Priya_8742,EWS,Hyderabad,0,Absent,3,01-01-2026
8743,Amit_8743,General,Bangalore,85,Present,3,31-01-2026
8744,Rahul_8744,OBC,Mumbai,0,Absent,3,13-01-2026
8745,Meera_8745,General,Lucknow,79,Present,3,22-02-2026
8746,Kavita_8746,General,Hyderabad,73,Present,3,25-01-2026
8747,Rohit_8747,EWS,Jaipur,0,Absent,3,28-01-2026
8748,Anjali_8748,OBC,Hyderabad,0,Absent,2,02-02-2026
8749,Tarun_8749,SC,Lucknow,0,Absent,3,03-01-2026
8750,Pradeep_8750,SC,Delhi,59,Present,1,14-01-2026
8751,Rakesh_8751,General,Jaipur,0,Absent,2,03-01-2026
8752,Rahul_8752,SC,Pune,72,Present,2,24-02-2026
8753,Anjali_8753,General,Delhi,48,Present,3,09-02-2026
8754,Divya_8754,General,Chennai,75,Present,1,11-01-2026
8755,Anjali_8755,OBC,Bhopal,0,Absent,2,02-03-2026
8756,Vikas_8756,EWS,Delhi,37,Present,1,15-01-2026
8757,Divya_8757,OBC,Kolkata,0,Absent,2,24-02-2026
8758,Rahul_8758,EWS,Delhi,0,Absent,3,16-01-2026
8759,Rakesh_8759,SC,Mumbai,0,Absent,2,07-02-2026
8760,Kavita_8760,OBC,Delhi,84,Present,3,20-02-2026
8761,Nitin_8761,OBC,Bangalore,79,Present,1,14-01-2026
8762,Amit_8762,EWS,Bhopal,0,Absent,1,25-02-2026
8763,Rohit_8763,General,Pune,74,Present,1,05-02-2026
8764,Kiran_8764,General,Chennai,67,Present,3,09-01-2026
8765,Sunita_8765,OBC,Delhi,0,Absent,3,09-01-2026
8766,Amit_8766,SC,Delhi,0,Absent,3,21-02-2026
8767,Meera_8767,OBC,Delhi,76,Present,1,08-01-2026
8768,Isha_8768,SC,Hyderabad,0,Absent,3,23-01-2026
8769,Nitin_8769,General,Lucknow,0,Absent,2,14-01-2026
8770,Deepak_8770,General,Jaipur,0,Absent,1,22-02-2026
8771,Pradeep_8771,SC,Lucknow,87,Present,2,21-02-2026
8772,Sahil_8772,General,Pune,0,Absent,1,15-02-2026
8773,Harsh_8773,General,Mumbai,0,Absent,1,23-02-2026
8774,Sunita_8774,SC,Jaipur,83,Present,3,11-01-2026
8775,Vikas_8775,General,Lucknow,73,Present,2,18-02-2026
8776,Isha_8776,SC,Bangalore,0,Absent,1,18-01-2026
8777,Harsh_8777,General,Bangalore,0,Absent,2,22-01-2026
8778,Rakesh_8778,SC,Kolkata,71,Present,2,30-01-2026
8779,Tarun_8779,General,Bhopal,65,Present,1,22-01-2026
8780,Anita_8780,General,Lucknow,48,Present,3,01-03-2026
8781,Ritu_8781,OBC,Bhopal,0,Absent,2,16-02-2026
8782,Arjun_8782,OBC,Lucknow,0,Absent,2,17-02-2026
8783,Pooja_8783,OBC,Pune,76,Present,3,13-02-2026
8784,Deepak_8784,General,Lucknow,0,Absent,3,19-01-2026
8785,Simran_8785,General,Pune,57,Present,3,08-01-2026
8786,Pradeep_8786,SC,Hyderabad,0,Absent,2,09-01-2026
8787,Kunal_8787,OBC,Delhi,73,Present,2,19-01-2026
8788,Rahul_8788,General,Kolkata,0,Absent,2,29-01-2026
8789,Kavita_8789,General,Bhopal,56,Present,2,23-01-2026
8790,Meera_8790,OBC,Lucknow,56,Present,1,22-01-2026
8791,Harsh_8791,OBC,Bangalore,58,Present,2,18-02-2026
8792,Nitin_8792,General,Pune,0,Absent,2,19-02-2026
8793,Deepak_8793,General,Jaipur,0,Absent,2,23-02-2026
8794,Arjun_8794,General,Bhopal,68,Present,2,24-01-2026
8795,Kiran_8795,OBC,Mumbai,63,Present,1,26-02-2026
8796,Harsh_8796,SC,Bangalore,0,Absent,3,29-01-2026
8797,Pradeep_8797,OBC,Chennai,0,Absent,3,21-02-2026
8798,Komal_8798,General,Delhi,68,Present,2,09-02-2026
8799,Anita_8799,General,Hyderabad,0,Absent,2,15-02-2026
8800,Anjali_8800,General,Lucknow,0,Absent,3,19-01-2026
8801,Kunal_8801,General,Kolkata,0,Absent,2,17-02-2026
8802,Isha_8802,General,Mumbai,0,Absent,2,16-02-2026
8803,Amit_8803,OBC,Bhopal,0,Absent,2,13-01-2026
8804,Priya_8804,General,Jaipur,91,Present,1,24-02-2026
8805,Manish_8805,OBC,Bhopal,62,Present,2,24-01-2026
8806,Tarun_8806,OBC,Bangalore,0,Absent,2,02-01-2026
8807,Nitin_8807,OBC,Bhopal,49,Present,2,17-01-2026
8808,Kiran_8808,OBC,Bangalore,64,Present,2,08-01-2026
8809,Amit_8809,General,Jaipur,0,Absent,2,13-02-2026
8810,Vikas_8810,General,Mumbai,0,Absent,2,21-02-2026
8811,Pooja_8811,OBC,Chennai,0,Absent,1,14-02-2026
8812,Komal_8812,OBC,Delhi,80,Present,2,28-02-2026
8813,Kiran_8813,General,Pune,89,Present,2,24-01-2026
8814,Divya_8814,General,Bhopal,0,Absent,2,23-01-2026
8815,Isha_8815,OBC,Bangalore,50,Present,2,28-01-2026
8816,Sunita_8816,SC,Chennai,72,Present,2,12-02-2026
8817,Kavita_8817,General,Jaipur,0,Absent,2,01-03-2026
8818,Harsh_8818,General,Lucknow,0,Absent,1,04-01-2026
8819,Kiran_8819,OBC,Bhopal,77,Present,1,21-02-2026
8820,Harsh_8820,OBC,Delhi,0,Absent,1,27-01-2026
8821,Rohit_8821,OBC,Mumbai,0,Absent,2,31-01-2026
8822,Priya_8822,OBC,Lucknow,0,Absent,1,31-01-2026
8823,Rohit_8823,General,Bhopal,0,Absent,3,10-02-2026
8824,Neha_8824,General,Kolkata,0,Absent,1,15-01-2026
8825,Deepak_8825,EWS,Bhopal,70,Present,1,02-03-2026
8826,Priya_8826,General,Kolkata,67,Present,3,13-02-2026
